파일,파일명,제목,날짜,연도,카테고리,태그,permalink,공개 상태,Template,layout,toc,toc_sticky,author_profile,sidebar 사용,share,comments,related,excerpt/description 있음,header 기능,H1,H2,H3,H4,목차 대상 heading,heading 단계 건너뜀,코드 블록,fenced 코드,언어 없는 fence,닫히지 않은 fence,최장 코드 줄,Markdown 이미지,HTML 이미지,전체 이미지,누락 로컬 이미지,누락 이미지 경로,고정 너비 이미지,Markdown 표,HTML 표,전체 표,최대 표 열,inline HTML,HTML 태그,고정 너비 HTML,복잡한 HTML/embed,front matter 오류,Markdown 분석 오류,참고 신호,호환성,판단 이유,권장 처리,진행 상태
_posts/sprint/sprint-advanced-project/2026-07-25-categories-sprint-advanced-project007-3.md,2026-07-25-categories-sprint-advanced-project007-3.md,[Sprint 백엔드 고급 프로젝트 5주차] 모두의 플리 5주차 회고(3) - Grafana 대시보드,2026-07-25,2026,Sprint 백엔드 고급 프로젝트,Codeit Sprint | Codeit Sprint 백엔드 고급 프로젝트,/categories/codeit-sprint/sprint-advanced-project/sprint-advanced-project07-3,기본값,false,single-editorial,true,true,기본값,false,기본값,기본값,기본값,false,false,3,0,0,0,3,false,2,2,0,0,49,0,0,0,0,,false,0,0,0,0,false,,false,,,,excerpt/description 없음; H1 3개,🟢 바로 적용 후보,호환성 위험 요소 없음,GitHub Pages 배포 검증 완료 상태 유지,새 레이아웃 배포 검증 완료
_posts/sprint/sprint-advanced-project/2026-07-27-categories-sprint-advanced-project008.md,2026-07-27-categories-sprint-advanced-project008.md,[Sprint 백엔드 고급 프로젝트] MOPL 개인 개발 리포트,2026-07-27,2026,Sprint 백엔드 고급 프로젝트,Codeit Sprint | Codeit Sprint 백엔드 고급 프로젝트,/categories/codeit-sprint/sprint-advanced-project/sprint-advanced-project08,기본값,false,single-editorial,true,true,기본값,false,기본값,기본값,기본값,true,false,3,8,21,16,32,false,2,2,0,0,32,7,0,7,0,,false,2,0,2,2,true,br,false,,,,H1 3개; 단순 inline HTML (br),🟡 화면 확인,목차 대상 heading 32개,이미 배포 검증한 기준선 글로 유지,기준선 배포 검증 완료
_posts/sprint/sprint-advanced-project/2026-07-27-categories-sprint-advanced-project009.md,2026-07-27-categories-sprint-advanced-project009.md,[Sprint 백엔드 고급 프로젝트] MOPL 프로젝트 회고록,2026-07-27,2026,Sprint 백엔드 고급 프로젝트,Codeit Sprint | Codeit Sprint 백엔드 고급 프로젝트,/categories/codeit-sprint/sprint-advanced-project/sprint-advanced-project09,기본값,false,single-editorial,true,true,기본값,false,기본값,기본값,기본값,true,false,3,4,0,0,7,false,2,2,0,0,32,0,0,0,0,,false,0,0,0,0,false,,false,,,,H1 3개,🟢 바로 적용 후보,호환성 위험 요소 없음,이미 배포 검증한 기준선 글로 유지,기준선 배포 검증 완료
_posts/sprint/sprint-basic-project/2026-03-11-categories-sprint-basic-project000.md,2026-03-11-categories-sprint-basic-project000.md,[Sprint 백엔드 초급 프로젝트 n일차] Template,2026-03-11,2026,Sprint 백엔드 초급 프로젝트,Codeit Sprint | Codeit Sprint 백엔드 초급 프로젝트,/categories/codeit-sprint/sprint-basic-project/sprint-basic-project000,false,true,single-editorial,true,true,기본값,false,기본값,기본값,기본값,false,false,3,0,0,0,3,false,0,0,0,0,0,0,0,0,0,,false,0,0,0,0,false,,false,,,,excerpt/description 없음; H1 3개,🟢 바로 적용 후보,호환성 위험 요소 없음,사용자 결정: 전환 대상 제외,공개·전환 대상 제외
_posts/sprint/sprint-basic-project/2026-03-11-categories-sprint-basic-project001.md,2026-03-11-categories-sprint-basic-project001.md,"[Sprint 백엔드 초급 프로젝트 1일차] 프로젝트 시작 전, 주제부터 역할, 규칙까지",2026-03-11,2026,Sprint 백엔드 초급 프로젝트,Codeit Sprint | Codeit Sprint 백엔드 초급 프로젝트,/categories/codeit-sprint/sprint-basic-project/sprint-basic-project001,기본값,false,single-editorial,true,true,기본값,false,기본값,기본값,기본값,false,false,4,4,7,0,15,false,2,2,0,0,39,0,0,0,0,,false,0,0,0,0,true,br,false,,,,excerpt/description 없음; H1 4개; 단순 inline HTML (br),🟢 바로 적용 후보,호환성 위험 요소 없음,GitHub Pages 배포 검증 완료 상태 유지,새 레이아웃 배포 검증 완료
_posts/sprint/sprint-basic-project/2026-03-12-categories-sprint-basic-project002.md,2026-03-12-categories-sprint-basic-project002.md,[Sprint 백엔드 초급 프로젝트 2일차] 요구사항 정의와 Todo 생성까지,2026-03-12,2026,Sprint 백엔드 초급 프로젝트,Codeit Sprint | Codeit Sprint 백엔드 초급 프로젝트,/categories/codeit-sprint/sprint-basic-project/sprint-basic-project002,기본값,false,single-editorial,true,true,기본값,false,기본값,기본값,기본값,false,false,5,0,0,0,5,false,0,0,0,0,0,0,2,2,0,,true,0,0,0,0,true,img,false,,,,excerpt/description 없음; H1 5개; 고정 너비 이미지; 단순 inline HTML (img),🟢 바로 적용 후보,호환성 위험 요소 없음,GitHub Pages 배포 검증 완료 상태 유지,새 레이아웃 배포 검증 완료
_posts/sprint/sprint-basic-project/2026-03-13-categories-sprint-basic-project003.md,2026-03-13-categories-sprint-basic-project003.md,[Sprint 백엔드 초급 프로젝트 3일차] 지수 데이터 수동 등록 로직 구현,2026-03-13,2026,Sprint 백엔드 초급 프로젝트,Codeit Sprint | Codeit Sprint 백엔드 초급 프로젝트,/categories/codeit-sprint/sprint-basic-project/sprint-basic-project003,기본값,false,single-editorial,true,true,기본값,false,기본값,기본값,기본값,false,false,3,0,0,0,3,false,3,1,1,0,32,0,0,0,0,,false,0,0,0,0,true,br,false,,,,excerpt/description 없음; H1 3개; 언어 없는 코드 fence 1개; 단순 inline HTML (br),🟢 바로 적용 후보,호환성 위험 요소 없음,GitHub Pages 배포 검증 완료 상태 유지,새 레이아웃 배포 검증 완료
_posts/sprint/sprint-basic-project/2026-03-15-categories-sprint-basic-project004.md,2026-03-15-categories-sprint-basic-project004.md,[Sprint 백엔드 초급 프로젝트 4일차] 지수 데이터 조회 로직 구현,2026-03-15,2026,Sprint 백엔드 초급 프로젝트,Codeit Sprint | Codeit Sprint 백엔드 초급 프로젝트,/categories/codeit-sprint/sprint-basic-project/sprint-basic-project004,기본값,false,single-editorial,true,true,기본값,false,기본값,기본값,기본값,false,false,3,0,0,0,3,false,1,1,0,0,65,0,0,0,0,,false,0,0,0,0,false,,false,,,,excerpt/description 없음; H1 3개,🟢 바로 적용 후보,호환성 위험 요소 없음,GitHub Pages 배포 검증 완료 상태 유지,새 레이아웃 배포 검증 완료
_posts/sprint/sprint-basic-project/2026-03-16-categories-sprint-basic-project005.md,2026-03-16-categories-sprint-basic-project005.md,[Sprint 백엔드 초급 프로젝트 5일차] 지수 데이터 수정/삭제 로직 구현,2026-03-16,2026,Sprint 백엔드 초급 프로젝트,Codeit Sprint | Codeit Sprint 백엔드 초급 프로젝트,/categories/codeit-sprint/sprint-basic-project/sprint-basic-project005,기본값,false,single-editorial,true,true,기본값,false,기본값,기본값,기본값,false,false,3,0,0,0,3,false,1,1,0,0,38,0,0,0,0,,false,0,0,0,0,false,,false,,,,excerpt/description 없음; H1 3개,🟢 바로 적용 후보,호환성 위험 요소 없음,GitHub Pages 배포 검증 완료 상태 유지,새 레이아웃 배포 검증 완료
_posts/sprint/sprint-basic-project/2026-03-17-categories-sprint-basic-project006.md,2026-03-17-categories-sprint-basic-project006.md,[Sprint 백엔드 초급 프로젝트 6일차] PR 리뷰 및 테스트 후 QueryDSL기반 지수 데이터 조회 로직 구현,2026-03-17,2026,Sprint 백엔드 초급 프로젝트,Codeit Sprint | Codeit Sprint 백엔드 초급 프로젝트,/categories/codeit-sprint/sprint-basic-project/sprint-basic-project006,기본값,false,single-editorial,true,true,기본값,false,기본값,기본값,기본값,false,false,3,0,0,0,3,false,0,0,0,0,0,0,0,0,0,,false,0,0,0,0,false,,false,,,,excerpt/description 없음; H1 3개,🟢 바로 적용 후보,호환성 위험 요소 없음,GitHub Pages 배포 검증 완료 상태 유지,새 레이아웃 배포 검증 완료
_posts/sprint/sprint-basic-project/2026-03-18-categories-sprint-basic-project007.md,2026-03-18-categories-sprint-basic-project007.md,[Sprint 백엔드 초급 프로젝트 7일차] 전체 테스트 및 결과물 작업 진행,2026-03-18,2026,Sprint 백엔드 초급 프로젝트,Codeit Sprint | Codeit Sprint 백엔드 초급 프로젝트,/categories/codeit-sprint/sprint-basic-project/sprint-basic-project007,기본값,false,single-editorial,true,true,기본값,false,기본값,기본값,기본값,false,false,3,1,4,0,8,false,6,6,0,0,93,0,0,0,0,,false,0,0,0,0,false,,false,,,,excerpt/description 없음; H1 3개,🟢 바로 적용 후보,호환성 위험 요소 없음,GitHub Pages 배포 검증 완료 상태 유지,새 레이아웃 배포 검증 완료
_posts/sprint/sprint-basic-project/2026-03-18-categories-sprint-basic-project008.md,2026-03-18-categories-sprint-basic-project008.md,[Sprint 백엔드 초급 프로젝트 7일차] Troubleshooting,2026-03-18,2026,Sprint 백엔드 초급 프로젝트,Codeit Sprint | Codeit Sprint 백엔드 초급 프로젝트,/categories/codeit-sprint/sprint-basic-project/sprint-basic-project008,기본값,false,single-editorial,true,true,기본값,false,기본값,기본값,기본값,false,false,3,1,2,0,6,false,2,2,0,0,143,0,4,4,0,,true,0,0,0,0,true,img,false,,,,excerpt/description 없음; H1 3개; 고정 너비 이미지; 단순 inline HTML (img),🟢 바로 적용 후보,호환성 위험 요소 없음,GitHub Pages 배포 검증 완료 상태 유지,새 레이아웃 배포 검증 완료
_posts/sprint/sprint-basic-project/2026-03-19-categories-sprint-basic-project009.md,2026-03-19-categories-sprint-basic-project009.md,[Sprint 백엔드 초급 프로젝트 8일차] 결과물 제작,2026-03-19,2026,Sprint 백엔드 초급 프로젝트,Codeit Sprint | Codeit Sprint 백엔드 초급 프로젝트,/categories/codeit-sprint/sprint-basic-project/sprint-basic-project009,기본값,false,single-editorial,true,true,기본값,false,기본값,기본값,기본값,false,false,3,0,0,0,3,false,0,0,0,0,0,0,0,0,0,,false,0,0,0,0,false,,false,,,,excerpt/description 없음; H1 3개,🟢 바로 적용 후보,호환성 위험 요소 없음,GitHub Pages 배포 검증 완료 상태 유지,새 레이아웃 배포 검증 완료
_posts/sprint/sprint-basic-project/2026-03-20-categories-sprint-basic-project010.md,2026-03-20-categories-sprint-basic-project010.md,[Sprint 백엔드 초급 프로젝트] Findex 개인 개발 리포트,2026-03-20,2026,Sprint 백엔드 초급 프로젝트,Codeit Sprint | Codeit Sprint 백엔드 초급 프로젝트,/categories/codeit-sprint/sprint-basic-project/sprint-basic-project010,기본값,false,single-editorial,true,true,기본값,false,기본값,기본값,기본값,false,false,4,7,4,0,15,false,2,2,0,0,143,4,0,4,0,,false,0,0,0,0,true,br,false,,,,excerpt/description 없음; H1 4개; 단순 inline HTML (br),🟢 바로 적용 후보,호환성 위험 요소 없음,GitHub Pages 배포 검증 완료 상태 유지,새 레이아웃 배포 검증 완료
_posts/sprint/sprint-basic-project/2026-03-20-categories-sprint-basic-project011.md,2026-03-20-categories-sprint-basic-project011.md,[Sprint 백엔드 초급 프로젝트] Findex 프로젝트 회고록,2026-03-20,2026,Sprint 백엔드 초급 프로젝트,Codeit Sprint | Codeit Sprint 백엔드 초급 프로젝트,/categories/codeit-sprint/sprint-basic-project/sprint-basic-project011,기본값,false,single-editorial,true,true,기본값,false,기본값,기본값,기본값,false,false,4,0,0,0,4,false,0,0,0,0,0,0,0,0,0,,false,0,0,0,0,false,,false,,,,excerpt/description 없음; H1 4개,🟢 바로 적용 후보,호환성 위험 요소 없음,GitHub Pages 배포 검증 완료 상태 유지,새 레이아웃 배포 검증 완료
_posts/sprint/sprint-intermediate-project/2026-04-12-categories-sprint-intermediate-project000.md,2026-04-12-categories-sprint-intermediate-project000.md,[Sprint 백엔드 중급 프로젝트 n일차] Template,2026-04-12,2026,Sprint 백엔드 중급 프로젝트,Codeit Sprint | Codeit Sprint 백엔드 중급 프로젝트,/categories/codeit-sprint/sprint-intermediate-project/sprint-intermediate-project000,false,true,single-editorial,true,true,기본값,false,기본값,기본값,기본값,false,false,3,0,0,0,3,false,0,0,0,0,0,0,0,0,0,,false,0,0,0,0,false,,false,,,,excerpt/description 없음; H1 3개,🟢 바로 적용 후보,호환성 위험 요소 없음,사용자 결정: 전환 대상 제외,공개·전환 대상 제외
_posts/sprint/sprint-intermediate-project/2026-04-14-categories-sprint-intermediate-project001.md,2026-04-14-categories-sprint-intermediate-project001.md,"[Sprint 백엔드 중급 프로젝트 1일차] 스프링 백엔드 중급 프로젝트 시작, 팀 규칙부터 정리",2026-04-14,2026,Sprint 백엔드 중급 프로젝트,Codeit Sprint | Codeit Sprint 백엔드 중급 프로젝트,/categories/codeit-sprint/sprint-intermediate-project/sprint-intermediate-project001,기본값,false,single-editorial,true,true,기본값,false,기본값,기본값,기본값,false,false,3,6,0,0,9,false,0,0,0,0,0,0,0,0,0,,false,0,0,0,0,true,br,false,,,,excerpt/description 없음; H1 3개; 단순 inline HTML (br),🟢 바로 적용 후보,호환성 위험 요소 없음,GitHub Pages 배포 검증 완료 상태 유지,새 레이아웃 배포 검증 완료
_posts/sprint/sprint-intermediate-project/2026-04-15-categories-sprint-intermediate-project002.md,2026-04-15-categories-sprint-intermediate-project002.md,"[Sprint 백엔드 중급 프로젝트 2일차] 프로젝트 2일차, 프로젝트 구조와 방향 구체화",2026-04-15,2026,Sprint 백엔드 중급 프로젝트,Codeit Sprint | Codeit Sprint 백엔드 중급 프로젝트,/categories/codeit-sprint/sprint-intermediate-project/sprint-intermediate-project002,기본값,false,single-editorial,true,true,기본값,false,기본값,기본값,기본값,false,false,3,8,0,0,11,false,0,0,0,0,0,0,0,0,0,,false,0,0,0,0,true,br,false,,,,excerpt/description 없음; H1 3개; 단순 inline HTML (br),🟢 바로 적용 후보,호환성 위험 요소 없음,GitHub Pages 배포 검증 완료 상태 유지,새 레이아웃 배포 검증 완료
_posts/sprint/sprint-intermediate-project/2026-04-16-categories-sprint-intermediate-project003.md,2026-04-16-categories-sprint-intermediate-project003.md,"[Sprint 백엔드 중급 프로젝트 3일차] Merge 기준을 정하고, 구현으로",2026-04-16,2026,Sprint 백엔드 중급 프로젝트,Codeit Sprint | Codeit Sprint 백엔드 중급 프로젝트,/categories/codeit-sprint/sprint-intermediate-project/sprint-intermediate-project003,기본값,false,single-editorial,true,true,기본값,false,기본값,기본값,기본값,false,false,3,3,0,0,6,false,0,0,0,0,0,0,0,0,0,,false,0,0,0,0,true,br,false,,,,excerpt/description 없음; H1 3개; 단순 inline HTML (br),🟢 바로 적용 후보,호환성 위험 요소 없음,GitHub Pages 배포 검증 완료 상태 유지,새 레이아웃 배포 검증 완료
_posts/sprint/sprint-intermediate-project/2026-04-17-categories-sprint-intermediate-project004.md,2026-04-17-categories-sprint-intermediate-project004.md,[Sprint 백엔드 중급 프로젝트 4일차] 뉴스 기사 출처 목록과 뉴스 기사 목록 조회 구현,2026-04-17,2026,Sprint 백엔드 중급 프로젝트,Codeit Sprint | Codeit Sprint 백엔드 중급 프로젝트,/categories/codeit-sprint/sprint-intermediate-project/sprint-intermediate-project004,기본값,false,single-editorial,true,true,기본값,false,기본값,기본값,기본값,false,false,3,5,0,0,8,false,0,0,0,0,0,0,0,0,0,,false,0,0,0,0,true,br,false,,,,excerpt/description 없음; H1 3개; 단순 inline HTML (br),🟢 바로 적용 후보,호환성 위험 요소 없음,GitHub Pages 배포 검증 완료 상태 유지,새 레이아웃 배포 검증 완료
_posts/sprint/sprint-intermediate-project/2026-04-19-categories-sprint-intermediate-project005.md,2026-04-19-categories-sprint-intermediate-project005.md,[Sprint 백엔드 중급 프로젝트 5일차] 뉴스 기사 목록 조회 Controller와 Service 구현,2026-04-19,2026,Sprint 백엔드 중급 프로젝트,Codeit Sprint | Codeit Sprint 백엔드 중급 프로젝트,/categories/codeit-sprint/sprint-intermediate-project/sprint-intermediate-project005,기본값,false,single-editorial,true,true,기본값,false,기본값,기본값,기본값,false,false,3,7,0,0,10,false,0,0,0,0,0,0,0,0,0,,false,0,0,0,0,true,br,false,,,,excerpt/description 없음; H1 3개; 단순 inline HTML (br),🟢 바로 적용 후보,호환성 위험 요소 없음,GitHub Pages 배포 검증 완료 상태 유지,새 레이아웃 배포 검증 완료
_posts/sprint/sprint-intermediate-project/2026-04-20-categories-sprint-intermediate-project006.md,2026-04-20-categories-sprint-intermediate-project006.md,[Sprint 백엔드 중급 프로젝트 6일차] QueryDSL로 뉴스 기사 목록 조회 Repository 구현,2026-04-20,2026,Sprint 백엔드 중급 프로젝트,Codeit Sprint | Codeit Sprint 백엔드 중급 프로젝트,/categories/codeit-sprint/sprint-intermediate-project/sprint-intermediate-project006,기본값,false,single-editorial,true,true,기본값,false,기본값,기본값,기본값,false,false,3,6,2,0,11,false,1,1,0,0,109,0,0,0,0,,false,0,0,0,0,true,br,false,,,,excerpt/description 없음; H1 3개; 단순 inline HTML (br),🟢 바로 적용 후보,호환성 위험 요소 없음,GitHub Pages 배포 검증 완료 상태 유지,새 레이아웃 배포 검증 완료
_posts/sprint/sprint-intermediate-project/2026-04-21-categories-sprint-intermediate-project007.md,2026-04-21-categories-sprint-intermediate-project007.md,[Sprint 백엔드 중급 프로젝트 7일차] 뉴스 기사 view와 논리/물리 삭제 구현 및 뉴스 기사 목록 조회 Troubleshooting,2026-04-21,2026,Sprint 백엔드 중급 프로젝트,Codeit Sprint | Codeit Sprint 백엔드 중급 프로젝트,/categories/codeit-sprint/sprint-intermediate-project/sprint-intermediate-project007,기본값,false,single-editorial,true,true,기본값,false,기본값,기본값,기본값,false,false,4,5,3,0,12,false,4,4,0,0,77,0,0,0,0,,false,0,0,0,0,true,br,false,,,,excerpt/description 없음; H1 4개; 단순 inline HTML (br),🟢 바로 적용 후보,호환성 위험 요소 없음,GitHub Pages 배포 검증 완료 상태 유지,새 레이아웃 배포 검증 완료
_posts/sprint/sprint-intermediate-project/2026-04-22-categories-sprint-intermediate-project008.md,2026-04-22-categories-sprint-intermediate-project008.md,[Sprint 백엔드 중급 프로젝트 8일차] 무한 스크롤 트러블슈팅과 GitHub Actions 기반 Codecov 파이프라인 구축,2026-04-22,2026,Sprint 백엔드 중급 프로젝트,Codeit Sprint | Codeit Sprint 백엔드 중급 프로젝트,/categories/codeit-sprint/sprint-intermediate-project/sprint-intermediate-project008,기본값,false,single-editorial,true,true,기본값,false,기본값,기본값,기본값,false,false,4,1,4,0,9,false,2,2,0,0,98,0,0,0,0,,false,0,0,0,0,true,br,false,,,,excerpt/description 없음; H1 4개; 단순 inline HTML (br),🟢 바로 적용 후보,호환성 위험 요소 없음,GitHub Pages 배포 검증 완료 상태 유지,새 레이아웃 배포 검증 완료
_posts/sprint/sprint-intermediate-project/2026-04-23-categories-sprint-intermediate-project009.md,2026-04-23-categories-sprint-intermediate-project009.md,[Sprint 백엔드 중급 프로젝트 9일차] AWS ECS 수동 배포 시작,2026-04-23,2026,Sprint 백엔드 중급 프로젝트,Codeit Sprint | Codeit Sprint 백엔드 중급 프로젝트,/categories/codeit-sprint/sprint-intermediate-project/sprint-intermediate-project009,기본값,false,single-editorial,true,true,기본값,false,기본값,기본값,기본값,false,false,3,5,3,0,11,false,3,3,0,0,82,0,0,0,0,,false,0,0,0,0,true,br,false,,,,excerpt/description 없음; H1 3개; 단순 inline HTML (br),🟢 바로 적용 후보,호환성 위험 요소 없음,GitHub Pages 배포 검증 완료 상태 유지,새 레이아웃 배포 검증 완료
